/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_46_59_184.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_46_59_184.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_46_59_184.jpg,0,1,0,35.88206
/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_46_59_261.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_46_59_261.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_46_59_261.jpg,0,1,0,36.56025
/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_46_59_338.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_46_59_338.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_46_59_338.jpg,0,1,0,37.23299
/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_46_59_413.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_46_59_413.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_46_59_413.jpg,0,1,0,37.73398
/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_46_59_510.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_46_59_510.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_46_59_510.jpg,0.25,1,0,38.52699
/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_46_59_585.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_46_59_585.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_46_59_585.jpg,0.45,1,0,39.0568
/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_46_59_670.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_46_59_670.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_46_59_670.jpg,0.2639223,1,0,39.67785
/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_46_59_745.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_46_59_745.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_46_59_745.jpg,0.0363207,1,0,40.32423
/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_46_59_830.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_46_59_830.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_46_59_830.jpg,0,1,0,40.96255
/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_46_59_909.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_46_59_909.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_46_59_909.jpg,-0.2,1,0,41.56784
/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_46_59_993.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_46_59_993.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_46_59_993.jpg,-0.4,1,0,42.08115
/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_47_00_085.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_47_00_085.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_47_00_085.jpg,-0.3090062,1,0,42.70745
/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_47_00_165.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_47_00_165.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_47_00_165.jpg,-0.06990896,0.7609028,0,43.16113
/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_47_00_249.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_47_00_249.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_47_00_249.jpg,0,0.5077412,0,43.44393
/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_47_00_333.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_47_00_333.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_47_00_333.jpg,0,0.2566967,0,43.40588
/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_47_00_417.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_47_00_417.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_47_00_417.jpg,0,0.2454196,0,43.20324
/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_47_00_510.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_47_00_510.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_47_00_510.jpg,0,0.5209503,0,43.29095
/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_47_00_589.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_47_00_589.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_47_00_589.jpg,0,0.7620709,0,43.54654
/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_47_00_678.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_47_00_678.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_47_00_678.jpg,0,1,0,44.25292
/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_47_00_753.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_47_00_753.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_47_00_753.jpg,0,1,0,44.71132
/Users/ben/Desktop/tempData/IMG/center_2020_09_19_17_47_00_833.jpg,/Users/ben/Desktop/tempData/IMG/left_2020_09_19_17_47_00_833.jpg,/Users/ben/Desktop/tempData/IMG/right_2020_09_19_17_47_00_833.jpg,0,1,0,45.31826
